docx_name,guideline_key,id,control_description,control_requirement
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,8.13,Data center security - Organizational requirements,Employees and service providers must be trustworthy and subject to a confidentiality obligation. (ORG09.02)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,8.14,Data center security - Organizational requirements,"Technical infrastructure must be inspected by qualified and correspondingly equipped personnel, including deputization rules. (ORG10.01)"
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,8.15,Data center security - Organizational requirements,Publication of security-relevant data center information must be avoided. (ORG12.01)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9,Data center security - Documentation requirements,The following data center documentation must be available:
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.1,Data center security - Documentation requirements,Data center operating manual with security concept. (DOC01.01)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.2,Data center security - Documentation requirements,Risk analysis for the environment of the data center location. (DOC01.02A)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.3,Data center security - Documentation requirements,Alarm plan / emergency concept. (DOC01.03)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.4,Data center security - Documentation requirements,Fire protection concept. (DOC01.04)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.5,Data center security - Documentation requirements,Site survey in the case of new construction projects. (DOC01.05E)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.6,Data center security - Documentation requirements,Site and building plans. (DOC02.01)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.7,Data center security - Documentation requirements,Floor plans for the IT and technical areas. (DOC02.02)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.8,Data center security - Documentation requirements,Route plans of the main supply paths. (DOC03.01)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.9,Data center security - Documentation requirements,Documentation of the telecommunication cabling. (DOC03.02E)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.10,Data center security - Documentation requirements,Single-line diagram of the electrical supply. (DOC04.01)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.11,Data center security - Documentation requirements,Cooling and ventilation schematics. (DOC04.02)
Data Center and Physical Protection Guideline_v.2.0,data center and physical protection,9.12,Data center security - Documentation requirements,Overviews of fire alarm lines and detectors. (DOC04.03)
